,Unnamed: 0,noun,comments,rated_indiv,date_post,reviewer,number_of_reveiws,loc_reviewer,restaurant_name,review_translated,review_full,tokenized_text,adjectives,value,Sentiment_adj1_pos,Sentiment_adj1_neutral,Sentiment_adj1_neg,Bigram,Sentiment_bigram_pos,Sentiment_bigram_neutral,Sentiment_bigram_neg,Sentiment_text_pos,Sentiment_text_neutral,Sentiment_text_neg,noun_grouped
53820,53820,n,"Order hose wine, delicious! And khinkhali. 
Nice location, inside better for dinner, lunch can have outside",50,"March 16, 2018",['Alona K'],['3 reviews'],[],Tumanyan Khinkali,"Order hose wine, delicious! And khinkhali. 
Nice location, inside better for dinner, lunch can have outside","order hose wine, delicious! and khinkhali. nice location, inside better for dinner, lunch can have outside",and khinkhali.,adjective_1,,0.0,1.0,0.0,NA N,0.0,1.0,0.0,0.0,1.0,0.0,n
41888,41888,cuisine,"Классный ресторан в самом центре Еревана. Приходили вдвоем на ужин. Отличное домашнее вино, просто фантастические хинкали и шашлык, веселый персонал. Очень рекомендуем, если хотите приятно провести вечер и попробовать местную кухню.",50,"April 28, 2021",['_R5409RB'],['1'],[],Tumanyan Khinkali,"Cool restaurant in the very center of Yerevan. The two of us came for dinner. Great house wine, just fantastic khinkali and kebab, cheerful staff. Highly recommended if you want to have a nice evening and taste the local cuisine.","cool restaurant in the very center of yerevan. the two of us came for dinner. great house wine, just fantastic khinkali and kebab, cheerful staff. highly recommended if you want to have a nice evening and taste the local cuisine.",highly recommended if you want to have a nice evening and taste the local cuisine.,adjective_1,local,0.0,1.0,0.0,local cuisine,0.0,1.0,0.0,0.36,0.64,0.0,cuisine
100676,100676,attention,"Восхитительный ресторан. Когда не просто вкусно, а очень интересно. Обслуживание стоит отдельной похвалы, каждый из официантов готов уделить вам индивидуальное внимание..",50,"April 20, 2017",['O2075HU_'],['4'],[],Lavash,"Amazing restaurant. When not just tasty, but very interesting. The service deserves special praise, each of the waiters is ready to give you individual attention..","amazing restaurant. when not just tasty, but very interesting. the service deserves special praise, each of the waiters is ready to give you individual attention..","the service deserves special praise, each of the waiters is ready to give you individual attention..",adjective_2,,0.0,1.0,0.0,NA attention,0.0,1.0,0.0,0.404,0.596,0.0,attention
20182,20182,alex,"Очень хорошее место. Исключительно вкусно и приятное, внимательное обслуживание ( официант Alex). Столик лучше резервировать заранее, сегодня хотели пообедать, но при звонке за час до желаемого времени мест не оказалось.",50,"September 23, 2018",['psb239'],"['5', '1']",[],Lavash,"Very good place. Exceptionally tasty and pleasant, attentive service (waiter Alex). It is better to reserve a table in advance, today we wanted to have lunch, but when we called an hour before the desired time, there were no seats.","very good place. exceptionally tasty and pleasant, attentive service (waiter alex). it is better to reserve a table in advance, today we wanted to have lunch, but when we called an hour before the desired time, there were no seats.","exceptionally tasty and pleasant, attentive service (waiter alex).",adjective_1,,0.0,1.0,0.0,NA alex,0.0,1.0,0.0,0.337,0.663,0.0,alex
72240,72240,flavor,Очень понравилось. Вкусная еда с национальным колоритом. Обслуживание на высоком уровне. Рекомендую паштет из грецкого ореха.,50,"February 23, 2022",['Lantratov'],['4 reviews'],[],Lavash,I liked it very much. Delicious food with national flavor. Service at a high level. I recommend the walnut pate.,i liked it very much. delicious food with national flavor. service at a high level. i recommend the walnut pate.,delicious food with national flavor.,adjective_2,,0.0,1.0,0.0,NA flavor,0.0,1.0,0.0,0.481,0.519,0.0,flavor
84541,84541,service,Обслуживание на уровне! Кухня замечательная вкусная. Приветливый персонал ! Уютно и тепло! Приду еще,50,"March 6, 2019",['118danaram'],['4 reviews'],[],Lavash,Level service! The cuisine is wonderful delicious. Friendly staff! Cozy and warm! I will come again,level service! the cuisine is wonderful delicious. friendly staff! cozy and warm! i will come again,level service!,adjective_2,,0.0,1.0,0.0,NA service,0.0,1.0,0.0,0.0,1.0,0.0,staff
20731,20731,friends,"Wow wow wow wow thank you again for the best service, for delicious food. We had the best dinner with my friends in Yerevan. Lavash is a great place where I've ever been ... 👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻",50,"September 5, 2018",['George_Epremian'],['1 review'],[],Lavash,"Wow wow wow wow thank you again for the best service, for delicious food. We had the best dinner with my friends in Yerevan. Lavash is a great place where I've ever been ... 👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻","wow wow wow wow thank you again for the best service, for delicious food. we had the best dinner with my friends in yerevan. lavash is a great place where i've ever been ... 👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻",we had the best dinner with my friends in yerevan.,adjective_1,,0.0,1.0,0.0,NA friends,0.756,0.244,0.0,0.477,0.523,0.0,friends
180397,180397,food,Our day started good ! We skyd and then got hungry . Decided to enter to Tumanyian khengali dsaghgadzor . I loved this restaurant! not just good at serving but also the food is literally amazing . Harout vandam was so friendly and kind . Gerousus was soo tasty !,50,"January 8, 2020",['Cynthia_bel'],['9'],[],Tumanyan Khinkali,Our day started good ! We skyd and then got hungry . Decided to enter to Tumanyian khengali dsaghgadzor . I loved this restaurant! not just good at serving but also the food is literally amazing . Harout vandam was so friendly and kind . Gerousus was soo tasty !,our day started good ! we skyd and then got hungry . decided to enter to tumanyian khengali dsaghgadzor . i loved this restaurant! not just good at serving but also the food is literally amazing . harout vandam was so friendly and kind . gerousus was soo tasty !,not just good at serving but also the food is literally amazing .,adjective_3,,0.0,1.0,0.0,NA food,0.0,1.0,0.0,0.308,0.592,0.101,food
100210,100210,staff,"Excellent!!!!!
Excellent, attentive staff, perfect location. I liked the overall ambiance. Plenty of choice Armenian dishes. Coming back for sure!!!",50,"April 25, 2017",['Anna N'],['1 review'],[],Lavash,"Excellent!!!!!
Excellent, attentive staff, perfect location. I liked the overall ambiance. Plenty of choice Armenian dishes. Coming back for sure!!!","excellent!!!!! excellent, attentive staff, perfect location. i liked the overall ambiance. plenty of choice armenian dishes. coming back for sure!!!","excellent, attentive staff, perfect location.",adjective_2,attentive,0.0,1.0,0.0,attentive staff,0.0,1.0,0.0,0.712,0.288,0.0,staff
181478,181478,result,"Были в Армении впервые и всего пару дней, жили в отеле в Цахкадзоре. Искали местечко для ужина, в нашем отеле в этот вечер не работал ресторан, а мы вернулись с экскурсии голодные и немного не довольные проведённым днём, выхода не было пошли искать по Цахкадзору! Итак Туманян хинкали в цахкадзоре (не нашла отдельной страницы пишу здесь). Место очень приятное даже по интерьеру, все новое, стилизовано пожарными аксессуарами, интерьер современный, много зелени. К нам несколько раздражённым от голода на помощь пришёл Аран, и своим вниманием заботой окружил нас на весь вечер!! Вы знаете сама читаю такие отзывы - не верю! Но тут не могу не смолчать огромное ему персональное спасибо! Причём хочу отметить другие ребята не так активно занимались нашим столиком, но на любую просьбу тут же отзывались, видимо весь персонал очень приветливый и дружелюбный! В итоге мы хотели попробовать хаш, хинкали мясные варёные и с зеленью жареные, хочу отметить что такое хаш мы не знали))) Аран взял над нами шефство!))) он заботливо объяснил как заправить наваристый бульон всеми составляющими, как это блюдо кушать руками лавашом вместо ложки!! Вы знаете в тот момент я себя почувствовала гастрокритиком из мультфильма Рататуй!! Это какой то взрыв вкусовых ощущений, поиск сравнений и в итоге поняла что «такое» ранее не ела, а ещё нас Аран уговаривал не заказывать лишнего так как хаш очень сытный, мы действительно еле-еле осилили, но! Мы ж все таки настояли на хинкали и надкусив, я просто не смогла остановиться!!! Таких вкусных хинкали я не кушала ранее. Я честно говоря люблю вкусно и много покушать, но до отзыва дошла впервые))) Мы были с мамой и нам обеим так все понравилось просто слов больше не подберу! Все в целом замечательно и сам ресторан и официанты и, вершина блаженства, еда и напитки!!! Молодцы, визит к вам стал украшением дня, и вообще визита в Армению! Вообще люблю когда от страны остаётся место вкуса, я так лучше запоминаю где я бываю и это точно место из-за которого я запомню Армению и обязательно вернусь и посоветую друзьям!!",50,"October 13, 2019",['Vartanek'],"['3', '16']","['St. Petersburg, Russia']",Tumanyan Khinkali,"We were in Armenia for the first time and only a couple of days, we lived in a hotel in Tsakhkadzor. We were looking for a place for dinner, the restaurant did not work in our hotel that evening, and we returned from the excursion hungry and a little dissatisfied with the day spent, there was no way out, we went to look for Tsaghkadzor! So Tumanyan khinkali in Tsaghkadzor (I didn’t find a separate page, I’m writing here). The place is very pleasant even in terms of the interior, everything is new, stylized with fire accessories, the interior is modern, there is a lot of greenery. Aran came to our aid, somewhat irritated from hunger, and surrounded us with his attention and care for the whole evening!! You know, I read reviews like this - I don't believe it! But here I can not keep silent, a huge personal thank you to him! And I want to note that the other guys were not so actively engaged in our table, but they immediately responded to any request, apparently all the staff are very welcoming and friendly! As a result, we wanted to try khash, boiled meat khinkali and fried with herbs, I want to note what khash we did not know))) Aran took patronage over us!))) he carefully explained how to fill the rich broth with all the ingredients, how to eat this dish with your hands pita bread instead of a spoon!! You know, at that moment I felt like a gastrocritic from the cartoon Ratatouille!! This is some kind of explosion of taste sensations, a search for comparisons, and in the end I realized that I hadn’t eaten “such” before, and Aran also persuaded us not to order too much, since the khash is very satisfying, we really barely mastered it, but! Well, we still insisted on khinkali and after taking a bite, I just couldn’t stop!!! I have never eaten such delicious khinkali before. To be honest, I like to eat tasty and eat a lot, but I came to the review for the first time))) We were with my mother and we both liked everything so much, I just can’t pick up words anymore! Everything in general is wonderful and the restaurant itself and the waiters and, the pinnacle of bliss, food and drinks !!! Well done, the visit to you has become the highlight of the day, and the visit to Armenia in general! In general, I love when a place of taste remains from the country, I remember where I go and this is exactly the place because of which I will remember Armenia and will definitely come back and advise my friends !!","we were in armenia for the first time and only a couple of days, we lived in a hotel in tsakhkadzor. we were looking for a place for dinner, the restaurant did not work in our hotel that evening, and we returned from the excursion hungry and a little dissatisfied with the day spent, there was no way out, we went to look for tsaghkadzor! so tumanyan khinkali in tsaghkadzor (i didn’t find a separate page, i’m writing here). the place is very pleasant even in terms of the interior, everything is new, stylized with fire accessories, the interior is modern, there is a lot of greenery. aran came to our aid, somewhat irritated from hunger, and surrounded us with his attention and care for the whole evening!! you know, i read reviews like this - i don't believe it! but here i can not keep silent, a huge personal thank you to him! and i want to note that the other guys were not so actively engaged in our table, but they immediately responded to any request, apparently all the staff are very welcoming and friendly! as a result, we wanted to try khash, boiled meat khinkali and fried with herbs, i want to note what khash we did not know))) aran took patronage over us!))) he carefully explained how to fill the rich broth with all the ingredients, how to eat this dish with your hands pita bread instead of a spoon!! you know, at that moment i felt like a gastrocritic from the cartoon ratatouille!! this is some kind of explosion of taste sensations, a search for comparisons, and in the end i realized that i hadn’t eaten “such” before, and aran also persuaded us not to order too much, since the khash is very satisfying, we really barely mastered it, but! well, we still insisted on khinkali and after taking a bite, i just couldn’t stop!!! i have never eaten such delicious khinkali before. to be honest, i like to eat tasty and eat a lot, but i came to the review for the first time))) we were with my mother and we both liked everything so much, i just can’t pick up words anymore! everything in general is wonderful and the restaurant itself and the waiters and, the pinnacle of bliss, food and drinks !!! well done, the visit to you has become the highlight of the day, and the visit to armenia in general! in general, i love when a place of taste remains from the country, i remember where i go and this is exactly the place because of which i will remember armenia and will definitely come back and advise my friends !!","as a result, we wanted to try khash, boiled meat khinkali and fried with herbs, i want to note what khash we did not know))) aran took patronage over us!)))",adjective_3,,0.0,1.0,0.0,NA result,0.0,1.0,0.0,0.056,0.944,0.0,result
44192,44192,evening,"Начитавшись отзывов, решили обязательно посетить, ведь один вечер в Ереване! Заказали через сайт столик. Обратной связи не последовало-ну, с такой репутацией, можно и не реагировать. Пришли... И.. О-па, онлайн запись не актуальна, то есть с сайта ресторана нельзя было заказывать столик! Несолоно хлебавши, ушли скитаться по субботнему вечернему городу в поисках - кто приютит... Вечер, и весь визит накрылся медным тазом. Приютила, вкусно накормила и обогрела маленькая кафешка, ей отдельный положительный отзыв. Резюме: не все золото, что блестит.",10,"November 24, 2019",['Elenka168'],"['2', '2']",[],Tumanyan Khinkali,"After reading the reviews, we decided to definitely visit, because one evening in Yerevan! We booked a table through the website. There was no feedback, well, with such a reputation, you can not respond. They came... And.. Oh-pa, the online appointment is not relevant, that is, it was impossible to book a table from the restaurant's website! Not salty slurping, they left to wander around the Saturday evening city in search of someone who would shelter ... Evening, and the whole visit was covered with a copper basin. She sheltered, fed deliciously and warmed up a small cafe, she had a separate positive review. Summary: Not all that glitters is gold.","after reading the reviews, we decided to definitely visit, because one evening in yerevan! we booked a table through the website. there was no feedback, well, with such a reputation, you can not respond. they came... and.. oh-pa, the online appointment is not relevant, that is, it was impossible to book a table from the restaurant's website! not salty slurping, they left to wander around the saturday evening city in search of someone who would shelter ... evening, and the whole visit was covered with a copper basin. she sheltered, fed deliciously and warmed up a small cafe, she had a separate positive review. summary: not all that glitters is gold.","not salty slurping, they left to wander around the saturday evening city in search of someone who would shelter ... evening, and the whole visit was covered with a copper basin.",adjective_1,,0.0,1.0,0.0,NA evening,0.0,1.0,0.0,0.0,1.0,0.0,evening
124517,124517,time,"I visited Casa Nostra with my friends, where we were greeted very warmly. We tasted pizza, lasagna and main dishes. We had a wonderful time, for which we are grateful to the smiling waiters. Thank You Very Much.",50,"December 6, 2021",['763lianaa'],['2 reviews'],[],Casa Nostra Restaurant,"I visited Casa Nostra with my friends, where we were greeted very warmly. We tasted pizza, lasagna and main dishes. We had a wonderful time, for which we are grateful to the smiling waiters. Thank You Very Much.","i visited casa nostra with my friends, where we were greeted very warmly. we tasted pizza, lasagna and main dishes. we had a wonderful time, for which we are grateful to the smiling waiters. thank you very much.","we had a wonderful time, for which we are grateful to the smiling waiters.",adjective_2,,0.0,1.0,0.0,NA time,0.0,1.0,0.0,0.492,0.508,0.0,time
123157,123157,service,"Сюда стоит зайти и отведать вкуснейшие хинкали. Обязательно попробуйте жареные. Тан бесподобный. Попробовал местное пиво. На любителя. С обслуживанием что-то действительно не так. Но мы от этого абстрагировались, наслаждаясь вкусом. ",50,"June 22, 2016",['TrojanWin32'],"['34', '26']","['Moscow, Russia']",Tumanyan Khinkali,"It is worth coming here and tasting delicious khinkali. Be sure to try the fried ones. Tang is incomparable. Tried the local beer. For an amateur. There is something really wrong with the service. But we abstracted from this, enjoying the taste.","it is worth coming here and tasting delicious khinkali. be sure to try the fried ones. tang is incomparable. tried the local beer. for an amateur. there is something really wrong with the service. but we abstracted from this, enjoying the taste.",there is something really wrong with the service.,adjective_2,,0.0,1.0,0.0,NA service,0.0,1.0,0.0,0.0,0.674,0.326,staff
2939,2939,lavash,"Доброго всем вечера. Сегодня посетили Лаваш, после того как остались полностью довольны сетевым заведением Seasons. Полагали, что уровень будет тот-же. ",20,"May 5, 2022",['L1368YC_'],"['4', '1']",[],Lavash,"Good evening everyone. Today we visited Lavash, after we were completely satisfied with the Seasons chain restaurant. It was assumed that the level will be the same.","good evening everyone. today we visited lavash, after we were completely satisfied with the seasons chain restaurant. it was assumed that the level will be the same.","today we visited lavash, after we were completely satisfied with the seasons chain restaurant.",adjective_1,,0.0,1.0,0.0,NA lavash,0.0,1.0,0.0,0.192,0.808,0.0,lavash
133164,133164,mouth,"Even though it was a late order since the kitchen was closing, nevertheless less it has been a very mouth watering Italian culinary experience.",50,"August 14, 2022",['Smalnuaimi'],['1'],[],Syrovarnya Yerevan,"Even though it was a late order since the kitchen was closing, nevertheless less it has been a very mouth watering Italian culinary experience.","even though it was a late order since the kitchen was closing, nevertheless less it has been a very mouth watering italian culinary experience.","even though it was a late order since the kitchen was closing, nevertheless less it has been a very mouth watering italian culinary experience.",adjective_2,,0.0,1.0,0.0,NA mouth,0.0,1.0,0.0,0.0,1.0,0.0,mouth
174753,174753,wife,"Были с Женой вечером в воскресенье. Не смотря на большую загрузку в воскресенье вечером нашли уютное на место на террасе. Разнообразное меню, очень приятное обслуживание, готовят быстро! Порции большие, еда правда вкусная. От хинкали получили отдельное удовольствие, тесто нежное и гладкое, начинки в виде мяса и сыра сочные. ",50,"March 6, 2022",['yellowdog999'],['1'],[],Tumanyan Khinkali,"Went with my wife on a Sunday evening. Despite the heavy load on Sunday evening, we found a cozy place on the terrace. Varied menu, very pleasant service, prepared quickly! The portions are big, the food is really tasty. We got a separate pleasure from khinkali, the dough is tender and smooth, the fillings in the form of meat and cheese are juicy.","went with my wife on a sunday evening. despite the heavy load on sunday evening, we found a cozy place on the terrace. varied menu, very pleasant service, prepared quickly! the portions are big, the food is really tasty. we got a separate pleasure from khinkali, the dough is tender and smooth, the fillings in the form of meat and cheese are juicy.",went with my wife on a sunday evening.,adjective_3,,0.0,1.0,0.0,NA wife,0.0,1.0,0.0,0.0,1.0,0.0,wife
31090,31090,baklava,"Прекрасное место в Ереване. Меню ресторана разработано от таверна Ереван, и это видно: качество блюд отменное, обслуживание внимательное. Особенно понравились хинкали и суп из тыквы с семечками, и конечно, пахлава. Интерьер интересный и не пафосный. Место обязательно для посещения.",50,"July 20, 2017",['IrynaSan'],['2'],"['Minsk, Belarus']",Lavash,"Great place in Yerevan. The menu of the restaurant was developed from the Yerevan tavern, and it shows: the quality of the dishes is excellent, the service is attentive. I especially liked khinkali and pumpkin soup with seeds, and of course, baklava. The interior is interesting and not pretentious. The place is a must to visit.","great place in yerevan. the menu of the restaurant was developed from the yerevan tavern, and it shows: the quality of the dishes is excellent, the service is attentive. i especially liked khinkali and pumpkin soup with seeds, and of course, baklava. the interior is interesting and not pretentious. the place is a must to visit.","i especially liked khinkali and pumpkin soup with seeds, and of course, baklava.",adjective_1,,0.0,1.0,0.0,NA baklava,0.0,1.0,0.0,0.219,0.781,0.0,baklava
114761,114761,kind,"Видимо для развлечения официанты добавили какой-то крепкий спиртной напиток в бокал пива мне и подруге,нам обеим стало плохо.Очень странный поступок для такого популярного места в Ереване!",10,"August 6, 2019",['nataliya0'],"['1', '1']","['Yerevan, Armenia']",Tumanyan Khinkali,"Apparently for fun, the waiters added some kind of strong alcoholic drink to a glass of beer for me and my friend, we both felt bad. A very strange act for such a popular place in Yerevan!","apparently for fun, the waiters added some kind of strong alcoholic drink to a glass of beer for me and my friend, we both felt bad. a very strange act for such a popular place in yerevan!","apparently for fun, the waiters added some kind of strong alcoholic drink to a glass of beer for me and my friend, we both felt bad.",adjective_2,,0.0,1.0,0.0,NA kind,0.773,0.227,0.0,0.28,0.618,0.103,kind
194912,194912,apologies,"I went there in August, with my friend. First of all the waiter was kind of rude, because we sat on 4 person table. Then we asked whether they had cold watermelon or not, they said of course of course. After 30min they brought a super hot watermelon, we were like this is hot, then they said okay wait a minute and took back the watermelon. After another 30minutes they brought back the watermelon again nor cold, and we tried a bit there was an ONION taste. We were like did you use the same knife to cut onions and watermelons? Or did you put already cut watermelon next to onions? after all we just ate the hot onion watermelon and left. And the biggest disappointment was that there were no excuses no sorries and apologies from the stuff.",20,"November 21, 2019",['chen_fangfang'],"['11', '3']",[],Limone Cascade,"I went there in August, with my friend. First of all the waiter was kind of rude, because we sat on 4 person table. Then we asked whether they had cold watermelon or not, they said of course of course. After 30min they brought a super hot watermelon, we were like this is hot, then they said okay wait a minute and took back the watermelon. After another 30minutes they brought back the watermelon again nor cold, and we tried a bit there was an ONION taste. We were like did you use the same knife to cut onions and watermelons? Or did you put already cut watermelon next to onions? after all we just ate the hot onion watermelon and left. And the biggest disappointment was that there were no excuses no sorries and apologies from the stuff.","i went there in august, with my friend. first of all the waiter was kind of rude, because we sat on 4 person table. then we asked whether they had cold watermelon or not, they said of course of course. after 30min they brought a super hot watermelon, we were like this is hot, then they said okay wait a minute and took back the watermelon. after another 30minutes they brought back the watermelon again nor cold, and we tried a bit there was an onion taste. we were like did you use the same knife to cut onions and watermelons? or did you put already cut watermelon next to onions? after all we just ate the hot onion watermelon and left. and the biggest disappointment was that there were no excuses no sorries and apologies from the stuff.",and the biggest disappointment was that there were no excuses no sorries and apologies from the stuff.,adjective_3,,0.0,1.0,0.0,NA apologies,0.0,1.0,0.0,0.0,0.645,0.355,apologies
84638,84638,wine,"Отличнейший ресторан, где всегда битком. Очень вкусно, стильно, шикарное обслуживание. А официант Антон просто выше всяких похвал. Пришли в Лаваш отметить день рождение, сказали Антону об этом. Через некоторое время Антон пришел с бутылкой вина, которое делают для этой сети. Было очень приятно! Очень рекомендую!",50,"March 1, 2019",['Margarita C'],"['412', '244']","['Moscow, Russia']",Lavash,"Excellent restaurant, always packed. Very tasty, stylish, great service. And the waiter Anton is simply beyond praise. They came to Lavash to celebrate a birthday, they told Anton about it. After some time, Anton came with a bottle of wine, which is made for this chain. It was a pleasure! Highly recommend!","excellent restaurant, always packed. very tasty, stylish, great service. and the waiter anton is simply beyond praise. they came to lavash to celebrate a birthday, they told anton about it. after some time, anton came with a bottle of wine, which is made for this chain. it was a pleasure! highly recommend!","after some time, anton came with a bottle of wine, which is made for this chain.",adjective_2,,0.0,1.0,0.0,NA wine,0.0,1.0,0.0,0.0,1.0,0.0,wine
204071,204071,owners,Я провел десять дней в Ереване. Каждое утро я ходил в это кафе завтракать. Владельцы вложили много средств в заведение и все сделано со вкусом.,30,"August 18, 2019",['4449424'],"['40', '55']","['Moscow, Russia']",Vienna Cafe and Kitchen,I spent ten days in Yerevan. Every morning I went to this cafe for breakfast. The owners have invested a lot of money in the establishment and everything is tastefully done.,i spent ten days in yerevan. every morning i went to this cafe for breakfast. the owners have invested a lot of money in the establishment and everything is tastefully done.,the owners have invested a lot of money in the establishment and everything is tastefully done.,adjective_3,,0.0,1.0,0.0,NA owners,0.0,1.0,0.0,0.0,1.0,0.0,owners
156367,156367,waiter,"The service was great, but the food was ok. We expected much higher after reading all the previous reviews here. It was our first time eating here and I asked our waiter that we need a meal that is tender for my father. He suggested the beef barbecue and it wasn't tender at all. Although it was tasty, but father couldn't finish it off.",40,"September 30, 2018",['Hooshang K'],['1'],[],Lavash,"The service was great, but the food was ok. We expected much higher after reading all the previous reviews here. It was our first time eating here and I asked our waiter that we need a meal that is tender for my father. He suggested the beef barbecue and it wasn't tender at all. Although it was tasty, but father couldn't finish it off.","the service was great, but the food was ok. we expected much higher after reading all the previous reviews here. it was our first time eating here and i asked our waiter that we need a meal that is tender for my father. he suggested the beef barbecue and it wasn't tender at all. although it was tasty, but father couldn't finish it off.",it was our first time eating here and i asked our waiter that we need a meal that is tender for my father.,adjective_3,,0.0,1.0,0.0,NA waiter,0.0,1.0,0.0,0.0,1.0,0.0,waiter
19033,19033,book,"Очень вкусно, огромные порции, классный персонал, уютная атмосфера. Все супер! 
Бронируйте стол заранее!",50,"October 27, 2018",['ama7879'],['1 review'],[],Lavash,"Very tasty, huge portions, cool staff, cozy atmosphere. Everything is great!
Book a table in advance!","very tasty, huge portions, cool staff, cozy atmosphere. everything is great! book a table in advance!",book a table in advance!,adjective_1,,0.0,1.0,0.0,NA book,0.0,1.0,0.0,0.0,1.0,0.0,book
199054,199054,lovers,"Limone is the best place in Yerevan for coffee lovers, for Italian cousin lovers)) staff is so nice) service is in high level. I want also write about nice interior)",50,"July 28, 2018",['mnatsakana2016'],['2 reviews'],[],Limone Cascade,"Limone is the best place in Yerevan for coffee lovers, for Italian cousin lovers)) staff is so nice) service is in high level. I want also write about nice interior)","limone is the best place in yerevan for coffee lovers, for italian cousin lovers)) staff is so nice) service is in high level. i want also write about nice interior)","limone is the best place in yerevan for coffee lovers, for italian cousin lovers)) staff is so nice) service is in high level.",adjective_3,,0.0,1.0,0.0,NA lovers,0.773,0.227,0.0,0.266,0.734,0.0,lovers
99456,99456,trout,"Whole BBQ trout and Greek salad are the best I've ever had. Located in Central Yerevan, very close to city hotels. Staff are very helpful and responsive to menu queries.",50,"July 9, 2017",['David S'],['8 reviews'],[],Lavash,"Whole BBQ trout and Greek salad are the best I've ever had. Located in Central Yerevan, very close to city hotels. Staff are very helpful and responsive to menu queries.","whole bbq trout and greek salad are the best i've ever had. located in central yerevan, very close to city hotels. staff are very helpful and responsive to menu queries.",whole bbq trout and greek salad are the best i've ever had.,adjective_2,,0.0,1.0,0.0,NA trout,0.0,1.0,0.0,0.276,0.724,0.0,trout
150656,150656,place,"Отличное стильное место. Отмечали День Рождения, остались отличные впечатления: великолепная авторская кухня, стильный интерьер, прекрасное обслуживание. Будьте готовы у тому, что если не забронировали столик заранее, можете стоять в очереди. Но очередь движется быстро. Внизу есть кулинария. Есть два зала- курящий и не курящий.Сидели в зале для курящих- вытяжка работает отлично.",50,"May 15, 2019",['оксана ч'],['2'],[],Lavash,"Great stylish place. Celebrated a birthday, left great impressions: excellent author's cuisine, stylish interior, excellent service. Be prepared for the fact that if you have not booked a table in advance, you can stand in line. But the line moves fast. There is a cookery downstairs. There are two halls - smoking and non-smoking. We sat in the smoking room - the hood works fine.","great stylish place. celebrated a birthday, left great impressions: excellent author's cuisine, stylish interior, excellent service. be prepared for the fact that if you have not booked a table in advance, you can stand in line. but the line moves fast. there is a cookery downstairs. there are two halls - smoking and non-smoking. we sat in the smoking room - the hood works fine.",great stylish place.,adjective_3,,0.0,1.0,0.0,NA place,0.0,1.0,0.0,0.672,0.328,0.0,place
151376,151376,restaurant,"Вот куда надо обязательно пойти! Господи, как же все вкусно! Особенно их домашнее гранатовое вино. Мы уже не смогли в Ереване выпить, повезли в Москву и там уже в первый же день и употребили) огромный выбор блюд, супер обслуживание, за стеклом женщины делают лаваши. Моя дочь смотрела как заворожённая. Этот ресторан больше всего нам всем в Ереване понравился.",50,"April 26, 2019",['Светлана А'],"['13', '26']",['United Kingdom'],Lavash,"Here's where you should definitely go! My God, everything is delicious! Especially their homemade pomegranate wine. We were no longer able to drink in Yerevan, we were taken to Moscow and there on the very first day and consumed) a huge selection of dishes, super service, women make pita bread behind glass. My daughter looked spellbound. We all liked this restaurant the most in Yerevan.","here's where you should definitely go! my god, everything is delicious! especially their homemade pomegranate wine. we were no longer able to drink in yerevan, we were taken to moscow and there on the very first day and consumed) a huge selection of dishes, super service, women make pita bread behind glass. my daughter looked spellbound. we all liked this restaurant the most in yerevan.",we all liked this restaurant the most in yerevan.,adjective_3,,0.0,1.0,0.0,NA restaurant,0.0,1.0,0.0,0.259,0.741,0.0,food
163022,163022,thanks,Thank you very much for the most delicious meals that we have ever eaten in Yerevan restaurants. But especially thanks to Hrach and the other guys for perfect service!!! We enjoyed your homemade wine with great pleasure...🍷,50,"February 17, 2018",['Ruzanna A'],['1 review'],[],Lavash,Thank you very much for the most delicious meals that we have ever eaten in Yerevan restaurants. But especially thanks to Hrach and the other guys for perfect service!!! We enjoyed your homemade wine with great pleasure...🍷,thank you very much for the most delicious meals that we have ever eaten in yerevan restaurants. but especially thanks to hrach and the other guys for perfect service!!! we enjoyed your homemade wine with great pleasure...🍷,but especially thanks to hrach and the other guys for perfect service!!!,adjective_3,,0.0,1.0,0.0,NA thanks,0.744,0.256,0.0,0.505,0.495,0.0,thanks
140478,140478,success,"Большое спасибо, очень хорошо поужинали, вкусные Хинкали, салат с моцареллой,свеклой и рукколой, По рекомендации Samvel Ren “это наш официант, попробовали бомбический паштет с грецкого ореха и сладкого перца Обслуживание отличное не минуты без внимания!!! Очень хороший ресторан!!!! Успехов и процветания!!!",50,"February 25, 2022",['yasyak2022'],['1'],[],Lavash,"Thank you very much, we had a very good dinner, delicious Khinkali, salad with mozzarella, beetroot and arugula, According to the recommendation of Samvel Ren “this is our waiter, we tried the bomb pate with walnuts and sweet peppers The service is excellent for a minute without attention!!! Very good restaurant!!!! Success and prosperity!!!","thank you very much, we had a very good dinner, delicious khinkali, salad with mozzarella, beetroot and arugula, according to the recommendation of samvel ren “this is our waiter, we tried the bomb pate with walnuts and sweet peppers the service is excellent for a minute without attention!!! very good restaurant!!!! success and prosperity!!!",success and prosperity!!,adjective_3,,0.0,1.0,0.0,NA success,0.787,0.213,0.0,0.682,0.318,0.0,success
